Student Number;Question 1 ID;Question 2 ID;Question 3 ID;Question 4 ID;Question 5 ID
892;12729;12783;12752;223;13514
893;1593;13080;807;5456;2214
894;2516;5580;12776;15865;242
895;13201;12745;13224;445;708
896;12817;130;15052;5580;445
897;11542;13514;5916;12734;15032
898;1119;697;1630;13509;45
899;5594;12109;114;12797;1049
900;12745;190;2497;130;2371
901;276;12790;65;708;12817
902;397;12817;2291;2234;15415
903;12797;714;15071;1112;13286
904;2193;2202;12734;243;13514
905;696;12710;456;637;5456
906;2193;15061;2511;3859;12776
907;15057;13205;66;243;159
908;13207;2517;13212;15029;13276
909;2214;910;13236;15403;5504
910;13229;12709;5594;15050;1049
911;1593;13514;15049;1110;92
912;12179;697;436;190;223
913;12729;15403;12745;13080;5553
914;766;13224;12711;753;1630
915;13231;45;12721;817;1593
916;13211;12783;13514;1135;818
917;602;242;12754;1136;1140
918;13286;15032;2348;13277;167
919;5553;1119;1014;12752;13074
920;12709;13243;1119;12716;12793
921;12716;13510;2343;13231;226
922;13278;12716;167;13236;12797
923;1122;436;2355;15147;1630
924;2202;1049;2514;65;337
925;15014;13509;243;13236;2497
926;92;13207;810;753;12776
927;13286;5475;1109;15061;12721
928;13212;12674;15011;13221;13228
929;12754;13205;3855;12716;999
930;809;15032;5553;2497;445
931;13080;12803;15065;12709;537
932;13229;11542;2234;12209;12711
933;13228;13241;5580;13510;12752
934;5553;15064;1119;753;13282
935;13201;537;1119;12179;15051
936;2348;12710;631;172;2514
937;2234;13205;276;12710;12745
938;5553;910;436;527;13239
939;13229;102;13224;194;15033
940;1593;1140;15011;817;2214
941;1136;691;12709;12930;194
942;2355;2343;13274;65;12729
943;2214;337;13509;809;15147
944;13235;910;809;1110;13224
945;13235;13236;13275;2371;15014
946;2355;818;2497;242;15061
947;13278;397;15063;15415;13074
948;15050;999;12734;2504;12711
949;15415;445;595;713;2193
950;15030;12812;1593;2343;5601
951;807;697;5916;2489;2321
952;375;2348;5594;15029;13205
953;5456;696;2354;166;818
954;12783;13235;12098;713;5594
955;713;12709;575;15029;12814
956;708;15872;12793;12674;13
957;2504;12718;13273;696;15147
958;13236;11542;3917;13228;13229
959;5916;3917;445;436;2371
960;648;2355;12729;12711;12812
961;12776;45;223;13274;12810
962;15063;166;15061;696;130
963;5580;172;13241;15033;456
964;172;2371;13231;716;375
965;5601;13292;2355;130;760
966;754;13236;13221;12790;13080
967;15413;13286;807;13277;92
968;27;102;5620;12709;12208
969;92;714;637;13278;12716
970;13221;3859;813;12209;2234
971;13078;15014;13207;13224;1136
972;15061;12930;27;194;13510
973;1110;602;631;66;13221
974;12718;15030;12171;12745;12209
975;754;12716;13509;12734;637
976;537;11542;2291;15032;12812
977;15071;13215;15413;910;13078
978;15057;12209;2497;1593;5594
979;13235;13224;13215;13514;5620
980;5456;15049;5561;13229;190
981;15029;27;1014;242;102
982;1014;13201;12745;13230;13207
983;130;2343;12209;12674;12709
984;910;206;15415;92;13241
985;15057;13231;13509;15014;13273
986;13078;12793;12710;15071;13517
987;5584;2516;2348;15033;102
988;66;12709;2208;15030;2354
989;102;15064;12797;13274;243
990;631;12208;12720;166;226
991;15071;1136;15052;12208;102
992;527;12716;13217;2516;172
993;12721;12729;2354;5504;11542
994;65;2516;1011;754;155
995;206;537;2348;13276;1143
996;2348;15071;13510;15061;708
997;2291;12930;12716;13509;445
998;13517;2291;172;5594;13080
999;13;5456;754;12109;1608
1000;1619;754;810;818;5456
1001;11542;2489;12711;12109;13207
1002;471;716;1136;13234;155
1003;15061;12745;631;12209;2202
1004;13234;1112;5553;809;2343
1005;13205;15403;92;13282;2193
1006;12929;5553;13217;12710;817
1007;1049;13275;910;537;471
1008;13277;15030;1634;1119;130
1009;13509;12209;12709;13282;15403
1010;602;12793;337;2321;13212
1011;15413;12718;13201;5580;2321
1012;114;243;15415;13236;716
1013;15049;13509;190;12716;999
1014;12812;2193;102;3855;1630
1015;595;12734;15063;223;13275
1016;45;809;696;13509;2511
1017;13215;12929;2343;2214;595
1018;167;15032;45;12109;13274
1019;172;159;15865;13273;914
1020;1049;1122;15065;575;12803
1021;15049;1140;2193;12932;527
1022;375;13509;15030;45;13274
1023;471;397;375;12720;13207
1024;1136;397;5504;648;910
1025;15029;12109;697;13241;65
1026;713;13241;1143;817;13207
1027;3855;242;12716;5601;276
1028;12812;12710;167;12711;766
1029;15063;166;13514;15071;13276
1030;12710;13217;13231;2355;807
1031;2371;696;13236;15147;713
1032;194;637;813;595;12710
1033;12797;12814;5561;15052;1109
1034;5475;910;27;13234;12814
1035;12817;648;13276;766;13234
1036;13282;12929;13222;159;15029
1037;13211;914;12929;1011;13229
1038;15032;166;15865;1619;15057
1039;537;12745;155;1140;5601
1040;15147;575;242;114;27
1041;2355;15865;15053;13230;13509
1042;1593;223;243;13243;12209
1043;13239;637;243;5475;914
1044;12718;2291;809;999;13212
1045;2202;12932;1110;13212;226
1046;5584;13207;15033;436;102
1047;12729;337;15033;15051;13277
1048;13212;15029;12803;1143;12171
1049;12817;648;13243;13292;708
1050;5504;276;12812;1143;3917
1051;13217;3917;1634;13211;15014
1052;276;2348;2214;15051;15071
1053;2511;15057;13509;12709;13275
1054;194;12810;12932;13078;5580
1055;1608;12208;2193;696;15011
1056;276;5584;12817;2514;226
1057;766;807;15063;15033;760
1058;12754;13286;5601;3917;12674
1059;15403;194;5594;2516;223
1060;5601;13211;810;15029;12171
1061;2517;15030;1112;13239;2234
1062;15057;696;471;15061;753
1063;13236;13239;5475;15063;13222
1064;15032;1112;15415;527;2343
1065;1136;714;12790;2291;13211
1066;12930;243;13277;13510;15063
1067;602;5620;15014;12797;2355
1068;92;12718;12729;15050;5916
1069;1119;12752;637;13201;817
1070;1136;5553;12709;760;15064
1071;1619;818;914;12797;2321
1072;15415;2291;13243;575;13221
1073;15413;15014;1136;15049;15865
1074;2208;13205;114;15052;15051
1075;13229;914;15403;15029;5553
1076;242;15032;1122;12803;15029
1077;631;714;5475;1143;456
1078;13286;13224;172;5620;1011
1079;15029;13243;5916;3917;206
1080;13235;714;13207;753;13514
1081;714;2511;13510;12109;1619
1082;12776;2517;66;15049;5584
1083;1119;15403;15415;914;13222
1084;13234;375;13275;13239;575
1085;445;12776;2355;648;12745
1086;696;807;999;713;914
1087;13236;12209;13201;5561;159
1088;12179;11542;12710;3917;3859
1089;276;2504;15029;12817;194
1090;15071;813;167;2208;194
1091;813;818;12812;13230;223
1092;13224;2511;1593;12783;13510
1093;708;15052;15872;12930;766
1094;12810;708;13277;13243;575
1095;13217;12734;5601;12710;13215
1096;13;13517;1011;5620;13514
1097;12734;2321;13224;13074;12797
1098;12710;5584;809;1143;66
1099;243;15032;3855;5594;13275
1100;2354;102;12098;3859;13514
1101;2343;12754;13;13080;2202
1102;2234;3917;223;15063;12810
1103;15052;595;1049;375;2489
1104;5916;13292;766;166;12930
1105;12720;12674;5561;12171;1011
1106;12716;242;13517;813;817
1107;12745;818;1109;2343;15033
1108;45;13207;12810;15057;648
1109;13510;190;337;2214;15049
1110;13236;753;15872;817;114
1111;2504;12812;813;13212;602
1112;3917;1109;13231;754;13222
1113;753;1608;226;13278;15061
1114;13207;5620;13212;766;13234
1115;1634;2321;818;691;13
1116;15011;65;13243;5475;11542
1117;12208;12171;2517;12710;13217
1118;13211;226;12754;631;2514
1119;102;5594;13275;45;12783
1120;15049;12752;5561;12776;2516
1121;13241;637;5620;13217;13239
1122;810;15413;13278;12179;155
1123;226;172;12783;15071;1112
1124;15049;12718;15063;2511;12098
1125;13239;1119;190;810;13274
1126;13286;1011;15051;3859;13510
1127;13228;15865;5580;15147;5601
1128;13221;12776;12710;631;716
1129;130;807;12710;12797;5620
1130;226;13514;817;12797;1140
1131;1135;910;2517;1143;12930
1132;172;13275;1122;12721;471
1133;13278;13286;130;13217;226
1134;130;13273;15865;1110;1014
1135;910;691;760;12752;11542
1136;1049;66;2514;15413;15014
1137;691;15147;13292;1630;12812
1138;130;2371;2516;602;1140
1139;15071;167;2321;12734;12754
1140;12932;12754;3859;910;1136
1141;809;13276;276;999;1122
1142;65;813;1630;12208;11542
1143;914;810;159;15413;15052
1144;45;12817;12209;12109;2208
1145;714;15049;11542;13201;2497
1146;12098;2514;13224;13221;130
1147;12710;754;1619;708;12812
1148;2291;13273;5594;696;12812
1149;243;818;15029;15403;12803
1150;1140;2343;166;92;15413
1151;13510;2511;13275;648;716
1152;1619;1135;12754;102;167
1153;13234;13211;708;13517;2489
1154;15029;102;2321;92;2291
1155;223;2208;226;2234;12734
1156;242;13235;760;5561;12776
1157;226;12098;66;1593;714
1158;190;696;12754;13221;2514
1159;810;13217;15061;714;27
1160;2511;445;13292;15057;13234
1161;2514;15065;12709;15071;760
1162;13278;13277;13514;15049;13212
1163;13234;753;12745;12209;714
1164;13231;15050;13235;2504;190
1165;65;818;13217;130;13514
1166;5594;45;166;1593;130
1167;5561;13078;45;15065;5584
1168;910;537;13236;13215;2202
1169;12797;13207;13276;13286;12208
1170;527;27;1634;12711;15052
1171;12793;12718;15865;2354;13243
1172;2497;813;754;5584;2504
1173;1140;3855;13239;12710;15064
1174;713;5580;11542;226;714
1175;1112;914;13241;12716;12721
1176;12803;13278;13277;12776;13224
1177;810;1593;12754;766;397
1178;12208;5561;2489;12776;691
1179;13212;12674;12929;5553;13074
1180;471;13276;1136;12710;11542
1181;13275;12803;2371;713;15050
1182;15033;167;708;2504;13278
1183;12098;15403;1119;13205;13236
1184;15032;13211;12776;2343;172
1185;15061;1110;1109;2371;166
1186;1109;92;13215;602;15051
1187;12729;1140;13221;15032;12783
1188;3859;167;13235;602;12711
1189;12930;1014;15415;691;12734
1190;15071;2193;337;575;5916
1191;13231;1593;15071;13230;5475
1192;242;999;13282;5475;2517
1193;5561;13243;13205;914;1049
1194;1634;602;456;13275;15872
1195;13231;12109;12721;1619;66
1196;15872;13275;13217;15011;1608
1197;15029;167;999;13235;2497
1198;2291;2234;15071;13201;130
1199;445;813;223;12209;1593
1200;13211;130;914;194;13080
1201;12674;13228;3917;595;753
1202;13517;5594;809;2517;13236
1203;337;102;397;1119;15061
1204;1608;397;130;13224;1630
1205;15030;92;2354;910;809
1206;15049;12817;471;12171;12745
1207;13074;13228;595;813;2514
1208;999;13236;13517;2234;397
1209;2348;13241;13234;914;13509
1210;2193;2214;12208;12745;194
1211;436;813;809;807;13235
1212;13230;13276;807;691;1135
1213;15415;92;45;602;13514
1214;102;2354;15049;637;13207
1215;13205;12209;15052;13080;13212
1216;12729;1110;13234;13074;595
1217;167;697;12783;2489;818
1218;15030;27;159;12754;243
1219;914;1608;223;1593;754
1220;12812;5620;5584;2202;12754
1221;753;15049;12814;537;12718
1222;5601;2516;445;12793;2208
1223;2371;595;12709;456;13201
1224;760;190;12790;15051;13205
1225;12721;66;637;27;760
1226;13509;697;12752;15032;159
1227;13274;375;15011;15063;2193
1228;1110;436;92;813;5504
1229;2343;15053;2348;5504;696
1230;15413;631;130;12812;12793
1231;167;12734;45;1112;15413
1232;1122;807;13273;15872;13074
1233;15147;13;1110;45;15065
1234;648;15030;12810;15014;65
1235;65;223;12814;12716;12817
1236;2514;12745;27;2234;13277
1237;716;13215;12776;13273;12790
1238;714;12810;2517;910;12109
1239;12783;807;12171;753;2497
1240;243;5504;1634;15049;1014
1241;807;2202;2348;15029;12783
1242;1110;445;206;2514;13215
1243;13277;15147;13236;471;753
1244;697;13277;5584;15413;12720
1245;2208;2193;12929;807;13222
1246;13241;12790;713;595;15872
1247;92;13205;13;637;66
1248;12098;166;12754;3917;1049
1249;696;818;13235;2348;12929
1250;13;5475;337;1140;12109
1251;2354;13228;194;13274;2234
1252;708;13273;92;276;12803
1253;691;15403;13274;12752;2371
1254;1011;226;194;697;2343
1255;1593;15050;12720;15029;12814
1256;12929;697;1112;226;13224
1257;166;13207;13230;2193;13277
1258;3855;12932;5504;445;13228
1259;12716;12797;13201;12754;130
1260;12803;130;12783;13205;5594
1261;15063;2321;2202;2214;1110
1262;3917;810;5475;12171;12716
1263;2193;1122;5561;2504;637
1264;5504;12783;807;5561;13217
1265;15064;337;3855;12817;5504
1266;817;12754;1014;12179;13273
1267;1619;12817;807;13236;1049
1268;194;471;13207;2517;2371
1269;15413;12208;15033;12793;12776
1270;471;5620;15872;13231;13
1271;2517;5504;13282;810;15051
1272;15032;13231;13278;5620;13517
1273;631;818;13215;813;1630
1274;12803;5504;13074;12709;15064
1275;243;12814;13510;813;15051
1276;602;13282;27;1630;13277
1277;5475;2343;713;1608;15051
1278;766;813;2208;13276;753
1279;15071;65;12729;130;12716
1280;537;242;13273;13074;15049
1281;15865;27;2516;15071;15413
1282;12745;13074;155;2497;766
1283;12817;2355;15032;12793;766
1284;226;2291;13;167;15051
1285;226;716;12711;5504;1593
1286;1143;13080;15057;13277;1135
1287;807;13243;15029;13217;13234
1288;15057;12709;276;3855;172
1289;166;12929;15415;2516;226
1290;15050;102;15049;66;13273
1291;818;1619;537;810;1140
1292;226;242;1630;12721;45
1293;15415;12710;2234;13282;12721
1294;445;172;15053;13212;13509
1295;13229;15033;13080;12710;13235
1296;637;1619;12209;13241;13207
1297;397;708;697;2511;12209
1298;397;1049;12783;818;223
1299;5580;12930;13221;206;27
1300;445;595;2511;2497;2504
1301;1011;15063;3855;12810;602
1302;436;167;2504;12745;1634
1303;1608;5594;13241;15029;818
1304;397;5561;13231;13236;5620
1305;13239;12754;12710;537;12812
1306;15063;754;1109;5553;5504
1307;13228;12783;13074;1011;12752
1308;1136;12776;167;2511;12674
1309;167;12929;527;5504;456
1310;5553;1112;12814;12098;1109
1311;12109;12803;15057;2234;13286
1312;637;102;12716;2321;2517
1313;15014;1110;166;167;12711
1314;1119;1593;714;5504;92
1315;92;537;159;575;12932
1316;15063;13231;595;15032;5594
1317;2516;12745;12929;15051;810
1318;12208;1630;12729;13207;691
1319;13236;114;12109;1109;13222
1320;27;65;12797;2516;2214
1321;1634;15865;13282;13276;2497
1322;999;13080;1140;2504;13201
1323;2193;337;206;5580;12776
1324;12721;13228;13514;13080;12710
1325;15033;809;13074;2291;5916
1326;13277;92;445;12179;13207
1327;13277;2234;2371;1122;1011
1328;602;13277;12710;194;813
1329;12790;12930;2348;13278;1143
1330;766;12814;1619;15872;13228
1331;5504;753;114;226;375
1332;807;3855;12752;12932;13224
1333;445;2517;13205;13243;172
1334;15872;12803;2343;13236;1110
1335;15033;12790;13517;13207;15030
1336;13517;15029;648;15032;13236
1337;243;914;172;13275;714
1338;242;15413;27;1049;753
1339;206;243;914;15065;2517
1340;13241;66;2343;1135;754
1341;12752;2516;13235;5475;1634
1342;12814;13275;15413;2504;27
1343;12930;445;12171;5620;155
1344;13080;12710;15065;13274;13230
1345;13222;13217;631;637;27
1346;12930;15147;5475;13230;12109
1347;753;13282;15029;12674;1608
1348;2291;12710;13235;12752;5504
1349;15050;12932;1608;12718;471
1350;1011;713;12929;65;2193
1351;1634;66;12752;12674;2354
1352;575;13239;631;12208;13235
1353;13241;436;13243;13274;15049
1354;13235;13229;15403;15063;1619
1355;1049;5475;12790;5620;1014
1356;15030;697;12754;13207;13228
1357;12790;1109;27;15029;2504
1358;66;2497;15050;276;714
1359;691;537;1608;13514;13235
1360;12745;637;708;2517;5456
1361;753;15011;13273;12208;172
1362;436;2202;12930;12793;15865
1363;760;716;226;2514;130
1364;15011;172;15071;754;691
1365;397;1122;66;1634;5620
1366;102;13212;13217;13234;3859
1367;999;5601;807;12209;2202
1368;708;15071;2348;13221;12754
1369;13277;15050;45;11542;813
1370;1110;45;102;12729;11542
1371;13080;12929;1014;708;13282
1372;12929;1122;1136;375;445
1373;753;12171;12109;766;66
1374;190;12803;15052;2497;13224
1375;1140;13274;12752;13275;2504
1376;12734;1619;5620;5475;12179
1377;1143;13514;15415;15064;155
1378;575;691;12711;471;1136
1379;13229;226;12776;1112;13274
1380;1619;226;15065;753;5594
1381;12734;13239;999;15011;13231
1382;648;13234;696;1140;12803
1383;1119;45;807;12797;818
1384;637;13282;13222;45;13205
1385;1630;1011;66;13;12754
1386;130;2234;12718;1140;13275
1387;15061;595;3855;12208;12209
1388;27;276;5916;15029;809
1389;15050;13277;631;5561;527
1390;13235;5504;5561;697;15049
1391;13243;2348;13236;12098;1143
1392;697;155;13276;12793;12109
1393;1593;12754;5553;12803;754
1394;12793;754;15415;5580;2517
1395;15051;2291;13217;1049;2371
1396;130;1608;15057;456;15415
1397;5475;12729;13080;813;13207
1398;1619;999;1136;13078;13517
1399;190;12783;1619;15033;45
1400;12721;243;242;12930;12179
1401;2321;1630;2343;12810;12098
1402;13221;12793;3859;12098;13278
1403;12932;716;631;13286;914
1404;13215;15030;12810;13078;13230
1405;445;12710;13241;2202;276
1406;159;2355;2514;13273;2214
1407;697;13078;631;5504;12716
1408;12812;13222;527;276;2504
1409;754;13277;2511;15030;13510
1410;13224;1136;456;527;12109
1411;1110;999;5594;276;1014
1412;27;15033;15053;13282;813
1413;15030;1110;5916;2497;13275
1414;12745;2489;13230;1014;1136
1415;45;12932;13217;595;3917
1416;5584;813;1011;12208;15872
1417;13230;13205;1122;12720;13275
1418;12718;226;12209;691;223
1419;760;15053;13228;15011;602
1420;397;206;696;92;12930
1421;456;12797;159;12721;66
1422;2355;2234;436;2504;13222
1423;1593;1110;226;397;5594
1424;1593;337;12929;375;276
1425;13282;2517;13211;15014;15049
1426;12814;1110;13274;810;3917
1427;15071;1110;12711;13217;172
1428;5620;2321;1619;12930;190
1429;13074;13235;2348;102;2489
1430;818;914;2234;2214;575
1431;445;1630;130;15029;691
1432;66;13212;1135;375;637
1433;13243;753;760;2193;13230
1434;754;2234;15865;13215;337
1435;2354;13273;13239;716;631
1436;243;15011;13239;65;15071
1437;2214;12710;817;15052;13509
1438;818;223;15865;5456;2514
1439;12752;1110;2355;754;12790
1440;15050;13243;114;15029;1110
1441;2489;15872;15061;12208;2504
1442;813;910;15029;12109;15011
1443;13509;3859;631;15872;13078
1444;12752;12776;226;12783;13217
1445;1143;15415;337;15014;12752
1446;648;527;5584;1109;13236
1447;15052;13278;3917;13517;2511
1448;206;13222;910;1135;12930
1449;999;12817;1014;12810;13211
1450;11542;602;13514;1593;13217
1451;2504;190;13273;648;15061
1452;172;12720;13282;12171;5504
